question_id,image_id,sequence_id,sensor,scene_type,split,question_type,variant,template_id,question,question_paraphrased,answer,answer_type,answer_space,image_path,depth_path,source,evidence
train_000010,45261527/45678.357,45261527,lidar,unknown,train,nearest_object,,1,Which object is nearest to the cabinet?,,television,object,,ARKitScenes/3dod/Training/45261527/45261527_frames/lowres_wide/45261527_45678.357.png,ARKitScenes/3dod/Training/45261527/45261527_frames/lowres_depth/45261527_45678.357.png,rule,"{""anchor_concept"": ""cabinet"", ""anchor_object_index"": 3, ""answer_concept"": ""television"", ""answer_object_index"": 4, ""nearest_distance_m"": 0.456, ""second_nearest_distance_m"": 0.997}"
train_000011,41126779/4599.954,41126779,lidar,unknown,train,nearest_object,,4,What is right next to the stool?,,chair,object,,ARKitScenes/3dod/Training/41126779/41126779_frames/lowres_wide/41126779_4599.954.png,ARKitScenes/3dod/Training/41126779/41126779_frames/lowres_depth/41126779_4599.954.png,rule,"{""anchor_concept"": ""stool"", ""anchor_object_index"": 17, ""answer_concept"": ""chair"", ""answer_object_index"": 20, ""nearest_distance_m"": 0.854, ""second_nearest_distance_m"": 1.527}"
train_000012,41126783/4701.946,41126783,lidar,unknown,train,nearest_object,,0,What is the closest object to the chair?,,shelf,object,,ARKitScenes/3dod/Training/41126783/41126783_frames/lowres_wide/41126783_4701.946.png,ARKitScenes/3dod/Training/41126783/41126783_frames/lowres_depth/41126783_4701.946.png,rule,"{""anchor_concept"": ""chair"", ""anchor_object_index"": 25, ""answer_concept"": ""shelf"", ""answer_object_index"": 22, ""nearest_distance_m"": 0.799, ""second_nearest_distance_m"": 1.063}"
train_000013,47332505/343952.791,47332505,lidar,unknown,train,relative_depth,closer,2,Is the television or the table closer to the camera?,,television,choice,television|table,ARKitScenes/3dod/Training/47332505/47332505_frames/lowres_wide/47332505_343952.791.png,ARKitScenes/3dod/Training/47332505/47332505_frames/lowres_depth/47332505_343952.791.png,rule,"{""a_concept"": ""table"", ""a_depth_m"": 2.0369999408721924, ""b_concept"": ""television"", ""b_depth_m"": 1.6519999504089355, ""comparative"": ""closer"", ""answer_concept"": ""television""}"
train_000014,42899430/188120.345,42899430,lidar,unknown,train,relative_depth,closer,3,"Which object is closer to the camera, the chair or the sofa?",,sofa,choice,chair|sofa,ARKitScenes/3dod/Training/42899430/42899430_frames/lowres_wide/42899430_188120.345.png,ARKitScenes/3dod/Training/42899430/42899430_frames/lowres_depth/42899430_188120.345.png,rule,"{""a_concept"": ""sofa"", ""a_depth_m"": 2.9839999675750732, ""b_concept"": ""chair"", ""b_depth_m"": 4.065999984741211, ""comparative"": ""closer"", ""answer_concept"": ""sofa""}"
train_000015,47895656/368592.185,47895656,lidar,unknown,train,nearest_object,,3,Which item is positioned nearest to the cabinet?,,table,object,,ARKitScenes/3dod/Training/47895656/47895656_frames/lowres_wide/47895656_368592.185.png,ARKitScenes/3dod/Training/47895656/47895656_frames/lowres_depth/47895656_368592.185.png,rule,"{""anchor_concept"": ""cabinet"", ""anchor_object_index"": 7, ""answer_concept"": ""table"", ""answer_object_index"": 8, ""nearest_distance_m"": 0.195, ""second_nearest_distance_m"": 0.339}"
train_000016,45260957/5950.712,45260957,lidar,unknown,train,relative_depth,closer,0,"Which is closer to the camera, the cabinet or the chair?",,cabinet,choice,cabinet|chair,ARKitScenes/3dod/Training/45260957/45260957_frames/lowres_wide/45260957_5950.712.png,ARKitScenes/3dod/Training/45260957/45260957_frames/lowres_depth/45260957_5950.712.png,rule,"{""a_concept"": ""chair"", ""a_depth_m"": 2.760999917984009, ""b_concept"": ""cabinet"", ""b_depth_m"": 1.5959999561309814, ""comparative"": ""closer"", ""answer_concept"": ""cabinet""}"
train_000017,47334714/533667.003,47334714,lidar,unknown,train,left_right,,4,"Which side of the cabinet is the chair on, left or right?",,left,choice,left|right,ARKitScenes/3dod/Training/47334714/47334714_frames/lowres_wide/47334714_533667.003.png,ARKitScenes/3dod/Training/47334714/47334714_frames/lowres_depth/47334714_533667.003.png,rule,"{""a_concept"": ""chair"", ""b_concept"": ""cabinet"", ""a_centroid_x"": 38.78428622707053, ""b_centroid_x"": 213.76742971446123, ""horizontal_gap_px"": 174.9831434873907, ""image_width"": 256}"
train_000018,47333055/60343.802,47333055,lidar,unknown,train,left_right,,5,"From the cabinet, which direction is the table in, left or right?",,left,choice,left|right,ARKitScenes/3dod/Training/47333055/47333055_frames/lowres_wide/47333055_60343.802.png,ARKitScenes/3dod/Training/47333055/47333055_frames/lowres_depth/47333055_60343.802.png,rule,"{""a_concept"": ""table"", ""b_concept"": ""cabinet"", ""a_centroid_x"": 88.50804062467078, ""b_centroid_x"": 167.7824924592191, ""horizontal_gap_px"": 79.27445183454832, ""image_width"": 256}"
train_000019,47204398/23852.897,47204398,lidar,unknown,train,relative_depth,farther,1,"Between the television and the bed, which one is farther from the camera?",,television,choice,television|bed,ARKitScenes/3dod/Training/47204398/47204398_frames/lowres_wide/47204398_23852.897.png,ARKitScenes/3dod/Training/47204398/47204398_frames/lowres_depth/47204398_23852.897.png,rule,"{""a_concept"": ""bed"", ""a_depth_m"": 1.593999981880188, ""b_concept"": ""television"", ""b_depth_m"": 1.9789999723434448, ""comparative"": ""farther"", ""answer_concept"": ""television""}"
train_000020,48018286/799457.841,48018286,lidar,unknown,train,nearest_object,,5,Which object is closest in distance to the sofa?,,chair,object,,ARKitScenes/3dod/Training/48018286/48018286_frames/lowres_wide/48018286_799457.841.png,ARKitScenes/3dod/Training/48018286/48018286_frames/lowres_depth/48018286_799457.841.png,rule,"{""anchor_concept"": ""sofa"", ""anchor_object_index"": 18, ""answer_concept"": ""chair"", ""answer_object_index"": 19, ""nearest_distance_m"": 0.971, ""second_nearest_distance_m"": 1.509}"
train_000021,47115150/86938.900,47115150,lidar,unknown,train,existence,negative,5,Is there any television visible in the image?,,no,yes_no,yes|no,ARKitScenes/3dod/Training/47115150/47115150_frames/lowres_wide/47115150_86938.900.png,ARKitScenes/3dod/Training/47115150/47115150_frames/lowres_depth/47115150_86938.900.png,rule,"{""concept"": ""television"", ""reason"": ""category_or_scene_type_plausible""}"
train_000022,42446466/355402.679,42446466,lidar,unknown,train,nearest_object,,4,What is right next to the table?,,sofa,object,,ARKitScenes/3dod/Training/42446466/42446466_frames/lowres_wide/42446466_355402.679.png,ARKitScenes/3dod/Training/42446466/42446466_frames/lowres_depth/42446466_355402.679.png,rule,"{""anchor_concept"": ""table"", ""anchor_object_index"": 14, ""answer_concept"": ""sofa"", ""answer_object_index"": 12, ""nearest_distance_m"": 0.389, ""second_nearest_distance_m"": 1.059}"
train_000023,47331294/14786.773,47331294,lidar,unknown,train,relative_depth,closer,3,"Which object is closer to the camera, the cabinet or the table?",,cabinet,choice,cabinet|table,ARKitScenes/3dod/Training/47331294/47331294_frames/lowres_wide/47331294_14786.773.png,ARKitScenes/3dod/Training/47331294/47331294_frames/lowres_depth/47331294_14786.773.png,rule,"{""a_concept"": ""table"", ""a_depth_m"": 1.2549999952316284, ""b_concept"": ""cabinet"", ""b_depth_m"": 0.8019999861717224, ""comparative"": ""closer"", ""answer_concept"": ""cabinet""}"
train_000024,42899358/716447.099,42899358,lidar,unknown,train,left_right,,1,"Relative to the cabinet, is the bed on the left or the right?",,right,choice,left|right,ARKitScenes/3dod/Training/42899358/42899358_frames/lowres_wide/42899358_716447.099.png,ARKitScenes/3dod/Training/42899358/42899358_frames/lowres_depth/42899358_716447.099.png,rule,"{""a_concept"": ""bed"", ""b_concept"": ""cabinet"", ""a_centroid_x"": 213.8799597234148, ""b_centroid_x"": 173.9126701089756, ""horizontal_gap_px"": 39.96728961443921, ""image_width"": 256}"
train_000025,45261397/29132.171,45261397,lidar,unknown,train,identify_superlative,farthest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is farthest away in this image?",,shelf,object,,ARKitScenes/3dod/Training/45261397/45261397_frames/lowres_wide/45261397_29132.171.png,ARKitScenes/3dod/Training/45261397/45261397_frames/lowres_depth/45261397_29132.171.png,rule,"{""winner_concept"": ""shelf"", ""winner_object_index"": 2, ""winner_area_frac"": 0.027618350764146236, ""winner_depth_m"": 1.6759999990463257, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
train_000026,42898247/167673.047,42898247,lidar,unknown,train,relative_depth,farther,4,"Of the sofa and the television, which is farther?",,television,choice,sofa|television,ARKitScenes/3dod/Training/42898247/42898247_frames/lowres_wide/42898247_167673.047.png,ARKitScenes/3dod/Training/42898247/42898247_frames/lowres_depth/42898247_167673.047.png,rule,"{""a_concept"": ""sofa"", ""a_depth_m"": 3.0190000534057617, ""b_concept"": ""television"", ""b_depth_m"": 3.634000062942505, ""comparative"": ""farther"", ""answer_concept"": ""television""}"
train_000027,47115649/4950.573,47115649,lidar,unknown,train,relative_depth,farther,4,"Of the sofa and the table, which is farther?",,sofa,choice,sofa|table,ARKitScenes/3dod/Training/47115649/47115649_frames/lowres_wide/47115649_4950.573.png,ARKitScenes/3dod/Training/47115649/47115649_frames/lowres_depth/47115649_4950.573.png,rule,"{""a_concept"": ""sofa"", ""a_depth_m"": 2.7200000286102295, ""b_concept"": ""table"", ""b_depth_m"": 0.777999997138977, ""comparative"": ""farther"", ""answer_concept"": ""sofa""}"
train_000028,47331536/4432.490,47331536,lidar,unknown,train,left_right,,3,Is the sofa on the left side or the right side of the table?,,right,choice,left|right,ARKitScenes/3dod/Training/47331536/47331536_frames/lowres_wide/47331536_4432.490.png,ARKitScenes/3dod/Training/47331536/47331536_frames/lowres_depth/47331536_4432.490.png,rule,"{""a_concept"": ""sofa"", ""b_concept"": ""table"", ""a_centroid_x"": 162.28544028228967, ""b_centroid_x"": 49.0849351083564, ""horizontal_gap_px"": 113.20050517393327, ""image_width"": 256}"
train_000029,42899489/197728.257,42899489,lidar,unknown,train,nearest_object,,5,Which object is closest in distance to the cabinet?,,chair,object,,ARKitScenes/3dod/Training/42899489/42899489_frames/lowres_wide/42899489_197728.257.png,ARKitScenes/3dod/Training/42899489/42899489_frames/lowres_depth/42899489_197728.257.png,rule,"{""anchor_concept"": ""cabinet"", ""anchor_object_index"": 9, ""answer_concept"": ""chair"", ""answer_object_index"": 6, ""nearest_distance_m"": 1.024, ""second_nearest_distance_m"": 1.87}"
train_000030,43896223/4944.315,43896223,lidar,unknown,train,nearest_object,,1,Which object is nearest to the cabinet?,,stool,object,,ARKitScenes/3dod/Training/43896223/43896223_frames/lowres_wide/43896223_4944.315.png,ARKitScenes/3dod/Training/43896223/43896223_frames/lowres_depth/43896223_4944.315.png,rule,"{""anchor_concept"": ""cabinet"", ""anchor_object_index"": 4, ""answer_concept"": ""stool"", ""answer_object_index"": 5, ""nearest_distance_m"": 0.571, ""second_nearest_distance_m"": 1.324}"
train_000031,43828435/90496.055,43828435,lidar,unknown,train,identify_superlative,farthest_camera,5,"Excluding the walls, floor, and ceiling, what is the most distant visible object in the scene?",,cabinet,object,,ARKitScenes/3dod/Training/43828435/43828435_frames/lowres_wide/43828435_90496.055.png,ARKitScenes/3dod/Training/43828435/43828435_frames/lowres_depth/43828435_90496.055.png,rule,"{""winner_concept"": ""cabinet"", ""winner_object_index"": 0, ""winner_area_frac"": 0.1614710945240263, ""winner_depth_m"": 2.9509999752044678, ""runner_up_concept"": null, ""runner_up_area_frac"": null, ""runner_up_depth_m"": null}"
train_000032,47430852/72664.314,47430852,lidar,unknown,train,existence,negative,2,Does this room contain a bathtub?,,no,yes_no,yes|no,ARKitScenes/3dod/Training/47430852/47430852_frames/lowres_wide/47430852_72664.314.png,ARKitScenes/3dod/Training/47430852/47430852_frames/lowres_depth/47430852_72664.314.png,rule,"{""concept"": ""bathtub"", ""reason"": ""category_or_scene_type_plausible""}"
train_000033,43649451/12739.355,43649451,lidar,unknown,train,nearest_object,,4,What is right next to the table?,,stool,object,,ARKitScenes/3dod/Training/43649451/43649451_frames/lowres_wide/43649451_12739.355.png,ARKitScenes/3dod/Training/43649451/43649451_frames/lowres_depth/43649451_12739.355.png,rule,"{""anchor_concept"": ""table"", ""anchor_object_index"": 3, ""answer_concept"": ""stool"", ""answer_object_index"": 4, ""nearest_distance_m"": 0.165, ""second_nearest_distance_m"": 1.292}"
train_000034,47332792/47337.410,47332792,lidar,unknown,train,existence,positive,2,Does this room contain a shelf?,,yes,yes_no,yes|no,ARKitScenes/3dod/Training/47332792/47332792_frames/lowres_wide/47332792_47337.410.png,ARKitScenes/3dod/Training/47332792/47332792_frames/lowres_depth/47332792_47337.410.png,rule,"{""concept"": ""shelf"", ""object_index"": 3, ""area_frac"": 0.022088581497249512}"
train_000035,47670124/41682.906,47670124,lidar,unknown,train,nearest_object,,4,What is right next to the cabinet?,,sofa,object,,ARKitScenes/3dod/Training/47670124/47670124_frames/lowres_wide/47670124_41682.906.png,ARKitScenes/3dod/Training/47670124/47670124_frames/lowres_depth/47670124_41682.906.png,rule,"{""anchor_concept"": ""cabinet"", ""anchor_object_index"": 0, ""answer_concept"": ""sofa"", ""answer_object_index"": 6, ""nearest_distance_m"": 0.896, ""second_nearest_distance_m"": 1.163}"
train_000036,48018455/527124.969,48018455,lidar,unknown,train,existence,negative,2,Does this room contain a television?,,no,yes_no,yes|no,ARKitScenes/3dod/Training/48018455/48018455_frames/lowres_wide/48018455_527124.969.png,ARKitScenes/3dod/Training/48018455/48018455_frames/lowres_depth/48018455_527124.969.png,rule,"{""concept"": ""television"", ""reason"": ""category_or_scene_type_plausible""}"
train_000037,47669903/12275.248,47669903,lidar,unknown,train,existence,negative,1,Do you see a cabinet here?,,no,yes_no,yes|no,ARKitScenes/3dod/Training/47669903/47669903_frames/lowres_wide/47669903_12275.248.png,ARKitScenes/3dod/Training/47669903/47669903_frames/lowres_depth/47669903_12275.248.png,rule,"{""concept"": ""cabinet"", ""reason"": ""category_or_scene_type_plausible""}"
train_000038,41254720/128239.109,41254720,lidar,unknown,train,existence,positive,5,Is there any cabinet visible in the image?,,yes,yes_no,yes|no,ARKitScenes/3dod/Training/41254720/41254720_frames/lowres_wide/41254720_128239.109.png,ARKitScenes/3dod/Training/41254720/41254720_frames/lowres_depth/41254720_128239.109.png,rule,"{""concept"": ""cabinet"", ""object_index"": 6, ""area_frac"": 0.014349745859330751}"
train_000039,47334052/85618.454,47334052,lidar,unknown,train,identify_superlative,closest_camera,1,"Excluding the walls, floor, and ceiling, what is the nearest object to the camera?",,sink,object,,ARKitScenes/3dod/Training/47334052/47334052_frames/lowres_wide/47334052_85618.454.png,ARKitScenes/3dod/Training/47334052/47334052_frames/lowres_depth/47334052_85618.454.png,rule,"{""winner_concept"": ""sink"", ""winner_object_index"": 5, ""winner_area_frac"": 0.26972199225774723, ""winner_depth_m"": 0.8420000076293945, ""runner_up_concept"": ""cabinet"", ""runner_up_area_frac"": 0.10337173545042361, ""runner_up_depth_m"": 1.2970000505447388}"
train_000040,43828517/102947.412,43828517,lidar,unknown,train,relative_depth,farther,2,Is the fireplace or the sofa farther from the camera?,,fireplace,choice,fireplace|sofa,ARKitScenes/3dod/Training/43828517/43828517_frames/lowres_wide/43828517_102947.412.png,ARKitScenes/3dod/Training/43828517/43828517_frames/lowres_depth/43828517_102947.412.png,rule,"{""a_concept"": ""fireplace"", ""a_depth_m"": 3.563999891281128, ""b_concept"": ""sofa"", ""b_depth_m"": 1.253000020980835, ""comparative"": ""farther"", ""answer_concept"": ""fireplace""}"
train_000041,47430213/688599.064,47430213,lidar,unknown,train,left_right,,4,"Which side of the cabinet is the shelf on, left or right?",,right,choice,left|right,ARKitScenes/3dod/Training/47430213/47430213_frames/lowres_wide/47430213_688599.064.png,ARKitScenes/3dod/Training/47430213/47430213_frames/lowres_depth/47430213_688599.064.png,rule,"{""a_concept"": ""shelf"", ""b_concept"": ""cabinet"", ""a_centroid_x"": 250.38751122012255, ""b_centroid_x"": 222.8359457409147, ""horizontal_gap_px"": 27.551565479207852, ""image_width"": 256}"
train_000042,47331084/133938.996,47331084,lidar,unknown,train,left_right,,3,Is the sofa on the left side or the right side of the cabinet?,,left,choice,left|right,ARKitScenes/3dod/Training/47331084/47331084_frames/lowres_wide/47331084_133938.996.png,ARKitScenes/3dod/Training/47331084/47331084_frames/lowres_depth/47331084_133938.996.png,rule,"{""a_concept"": ""sofa"", ""b_concept"": ""cabinet"", ""a_centroid_x"": 39.491481060892646, ""b_centroid_x"": 253.69198193503252, ""horizontal_gap_px"": 214.20050087413986, ""image_width"": 256}"
train_000043,48458260/74323.070,48458260,lidar,unknown,train,existence,positive,2,Does this room contain a shelf?,,yes,yes_no,yes|no,ARKitScenes/3dod/Training/48458260/48458260_frames/lowres_wide/48458260_74323.070.png,ARKitScenes/3dod/Training/48458260/48458260_frames/lowres_depth/48458260_74323.070.png,rule,"{""concept"": ""shelf"", ""object_index"": 1, ""area_frac"": 0.26649899024361656}"
train_000044,41126742/3044.511,41126742,lidar,unknown,train,existence,positive,1,Do you see a sink here?,,yes,yes_no,yes|no,ARKitScenes/3dod/Training/41126742/41126742_frames/lowres_wide/41126742_3044.511.png,ARKitScenes/3dod/Training/41126742/41126742_frames/lowres_depth/41126742_3044.511.png,rule,"{""concept"": ""sink"", ""object_index"": 1, ""area_frac"": 0.22722799342432856}"
train_000045,41126742/3034.231,41126742,lidar,unknown,train,relative_depth,closer,5,"Which one is closer, the toilet or the sink?",,sink,choice,toilet|sink,ARKitScenes/3dod/Training/41126742/41126742_frames/lowres_wide/41126742_3034.231.png,ARKitScenes/3dod/Training/41126742/41126742_frames/lowres_depth/41126742_3034.231.png,rule,"{""a_concept"": ""sink"", ""a_depth_m"": 1.781999945640564, ""b_concept"": ""toilet"", ""b_depth_m"": 2.2639999389648438, ""comparative"": ""closer"", ""answer_concept"": ""sink""}"
train_000046,45260984/20762.911,45260984,lidar,unknown,train,left_right,,5,"From the television, which direction is the table in, left or right?",,right,choice,left|right,ARKitScenes/3dod/Training/45260984/45260984_frames/lowres_wide/45260984_20762.911.png,ARKitScenes/3dod/Training/45260984/45260984_frames/lowres_depth/45260984_20762.911.png,rule,"{""a_concept"": ""table"", ""b_concept"": ""television"", ""a_centroid_x"": 176.79400881595112, ""b_centroid_x"": 106.73253267131378, ""horizontal_gap_px"": 70.06147614463734, ""image_width"": 256}"
train_000047,47331705/9759.553,47331705,lidar,unknown,train,relative_depth,closer,1,"Between the table and the sofa, which one is closer to the camera?",,table,choice,table|sofa,ARKitScenes/3dod/Training/47331705/47331705_frames/lowres_wide/47331705_9759.553.png,ARKitScenes/3dod/Training/47331705/47331705_frames/lowres_depth/47331705_9759.553.png,rule,"{""a_concept"": ""sofa"", ""a_depth_m"": 2.058000087738037, ""b_concept"": ""table"", ""b_depth_m"": 1.590999960899353, ""comparative"": ""closer"", ""answer_concept"": ""table""}"
train_000048,43649648/40280.834,43649648,lidar,unknown,train,existence,positive,1,Do you see a sink here?,,yes,yes_no,yes|no,ARKitScenes/3dod/Training/43649648/43649648_frames/lowres_wide/43649648_40280.834.png,ARKitScenes/3dod/Training/43649648/43649648_frames/lowres_depth/43649648_40280.834.png,rule,"{""concept"": ""sink"", ""object_index"": 2, ""area_frac"": 0.2803546925938512}"
train_000049,43896117/146008.136,43896117,lidar,unknown,train,relative_depth,closer,5,"Which one is closer, the bed or the cabinet?",,bed,choice,bed|cabinet,ARKitScenes/3dod/Training/43896117/43896117_frames/lowres_wide/43896117_146008.136.png,ARKitScenes/3dod/Training/43896117/43896117_frames/lowres_depth/43896117_146008.136.png,rule,"{""a_concept"": ""bed"", ""a_depth_m"": 1.409000039100647, ""b_concept"": ""cabinet"", ""b_depth_m"": 1.9769999980926514, ""comparative"": ""closer"", ""answer_concept"": ""bed""}"
train_000050,42445938/79452.883,42445938,lidar,unknown,train,identify_superlative,closest_camera,4,"Not counting the room's walls, floor, or ceiling, which object is closest to us in this image?",,table,object,,ARKitScenes/3dod/Training/42445938/42445938_frames/lowres_wide/42445938_79452.883.png,ARKitScenes/3dod/Training/42445938/42445938_frames/lowres_depth/42445938_79452.883.png,rule,"{""winner_concept"": ""table"", ""winner_object_index"": 2, ""winner_area_frac"": 0.05807303514172196, ""winner_depth_m"": 1.399999976158142, ""runner_up_concept"": ""sofa"", ""runner_up_area_frac"": 0.21296882085133548, ""runner_up_depth_m"": 2.6619999408721924}"
train_000051,47430739/336597.049,47430739,lidar,unknown,train,existence,positive,5,Is there any television visible in the image?,,yes,yes_no,yes|no,ARKitScenes/3dod/Training/47430739/47430739_frames/lowres_wide/47430739_336597.049.png,ARKitScenes/3dod/Training/47430739/47430739_frames/lowres_depth/47430739_336597.049.png,rule,"{""concept"": ""television"", ""object_index"": 9, ""area_frac"": 0.0649617712221941}"
train_000052,41159448/514.801,41159448,lidar,unknown,train,nearest_object,,3,Which item is positioned nearest to the table?,,sofa,object,,ARKitScenes/3dod/Training/41159448/41159448_frames/lowres_wide/41159448_514.801.png,ARKitScenes/3dod/Training/41159448/41159448_frames/lowres_depth/41159448_514.801.png,rule,"{""anchor_concept"": ""table"", ""anchor_object_index"": 1, ""answer_concept"": ""sofa"", ""answer_object_index"": 0, ""nearest_distance_m"": 1.178, ""second_nearest_distance_m"": 1.665}"
train_000053,47670299/63486.156,47670299,lidar,unknown,train,relative_depth,farther,4,"Of the table and the television, which is farther?",,television,choice,table|television,ARKitScenes/3dod/Training/47670299/47670299_frames/lowres_wide/47670299_63486.156.png,ARKitScenes/3dod/Training/47670299/47670299_frames/lowres_depth/47670299_63486.156.png,rule,"{""a_concept"": ""table"", ""a_depth_m"": 1.4129999876022339, ""b_concept"": ""television"", ""b_depth_m"": 1.8489999771118164, ""comparative"": ""farther"", ""answer_concept"": ""television""}"
train_000054,45261066/14492.431,45261066,lidar,unknown,train,left_right,,4,"Which side of the chair is the cabinet on, left or right?",,left,choice,left|right,ARKitScenes/3dod/Training/45261066/45261066_frames/lowres_wide/45261066_14492.431.png,ARKitScenes/3dod/Training/45261066/45261066_frames/lowres_depth/45261066_14492.431.png,rule,"{""a_concept"": ""cabinet"", ""b_concept"": ""chair"", ""a_centroid_x"": 66.07907987203961, ""b_centroid_x"": 129.429617498629, ""horizontal_gap_px"": 63.350537626589386, ""image_width"": 256}"
