question_id,image_id,sequence_id,sensor,scene_type,split,question_type,variant,template_id,question,question_paraphrased,answer,answer_type,answer_space,image_path,depth_path,source,evidence
train_006262,kv2/kinect2data/001945_2014-06-24_15-41-44_260595134347_rgbf000040-resize,scene:kv2/kinect2data/001945_2014-06-24_15-41-44_260595134347_rgbf000040-resize,kv2,furniture_store,train,left_right,,0,Is the bed frame to the left or to the right of the dresser?,,left,choice,left|right,SUNRGBD/kv2/kinect2data/001945_2014-06-24_15-41-44_260595134347_rgbf000040-resize/image/0000040.jpg,SUNRGBD/kv2/kinect2data/001945_2014-06-24_15-41-44_260595134347_rgbf000040-resize/depth_bfx/0000040.png,rule,"{""a_concept"": ""bedframe"", ""b_concept"": ""dresser"", ""a_centroid_x"": 250.13681501089548, ""b_centroid_x"": 567.3931675618185, ""horizontal_gap_px"": 317.256352550923, ""image_width"": 730}"
train_012018,kv2/kinect2data/000936_2014-06-09_16-55-37_260595134347_rgbf000153-resize,scene:kv2/kinect2data/000936_2014-06-09_16-55-37_260595134347_rgbf000153-resize,kv2,office,train,left_right,,1,"Relative to the poster, is the file cabinet on the left or the right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/000936_2014-06-09_16-55-37_260595134347_rgbf000153-resize/image/0000153.jpg,SUNRGBD/kv2/kinect2data/000936_2014-06-09_16-55-37_260595134347_rgbf000153-resize/depth_bfx/0000153.png,rule,"{""a_concept"": ""filecabinet"", ""b_concept"": ""poster"", ""a_centroid_x"": 522.4004769934223, ""b_centroid_x"": 29.739373461811205, ""horizontal_gap_px"": 492.6611035316111, ""image_width"": 730}"
train_001469,kv2/kinect2data/002254_2014-06-28_18-47-09_260595134347_rgbf000043-resize,scene:kv2/kinect2data/002254_2014-06-28_18-47-09_260595134347_rgbf000043-resize,kv2,furniture_store,train,left_right,,4,"Which side of the picture is the night stand on, left or right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/002254_2014-06-28_18-47-09_260595134347_rgbf000043-resize/image/0000043.jpg,SUNRGBD/kv2/kinect2data/002254_2014-06-28_18-47-09_260595134347_rgbf000043-resize/depth_bfx/0000043.png,rule,"{""a_concept"": ""nightstand"", ""b_concept"": ""picture"", ""a_centroid_x"": 752.8210294598349, ""b_centroid_x"": 575.6268400887276, ""horizontal_gap_px"": 177.1941893711073, ""image_width"": 730}"
train_002153,kv2/kinect2data/000680_2014-06-08_23-13-22_260595134347_rgbf000031-resize,scene:kv2/kinect2data/000680_2014-06-08_23-13-22_260595134347_rgbf000031-resize,kv2,rest_space,train,left_right,,5,"From the cabinet, which direction is the box in, left or right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/000680_2014-06-08_23-13-22_260595134347_rgbf000031-resize/image/0000031.jpg,SUNRGBD/kv2/kinect2data/000680_2014-06-08_23-13-22_260595134347_rgbf000031-resize/depth_bfx/0000031.png,rule,"{""a_concept"": ""box"", ""b_concept"": ""cabinet"", ""a_centroid_x"": 137.54068617675406, ""b_centroid_x"": 335.23181886339785, ""horizontal_gap_px"": 197.69113268664378, ""image_width"": 730}"
train_012179,kv2/align_kv2/2014-12-18_16-26-38_260595134347,scene:kv2/align_kv2/2014-12-18_16-26-38_260595134347,kv2,dining_area,train,left_right,,5,"From the pillar, which direction is the tray in, left or right?",,right,choice,left|right,SUNRGBD/kv2/align_kv2/2014-12-18_16-26-38_260595134347/image/0000027.jpg,SUNRGBD/kv2/align_kv2/2014-12-18_16-26-38_260595134347/depth_bfx/0000027.png,rule,"{""a_concept"": ""tray"", ""b_concept"": ""pillar"", ""a_centroid_x"": 621.449980537174, ""b_centroid_x"": 465.1722087645893, ""horizontal_gap_px"": 156.27777177258474, ""image_width"": 730}"
train_009993,kv2/kinect2data/000210_2014-06-02_15-32-43_260595134347_rgbf000055-resize,scene:kv2/kinect2data/000210_2014-06-02_15-32-43_260595134347_rgbf000055-resize,kv2,furniture_store,train,left_right,,4,"Which side of the painting is the curtain on, left or right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/000210_2014-06-02_15-32-43_260595134347_rgbf000055-resize/image/0000055.jpg,SUNRGBD/kv2/kinect2data/000210_2014-06-02_15-32-43_260595134347_rgbf000055-resize/depth_bfx/0000055.png,rule,"{""a_concept"": ""curtain"", ""b_concept"": ""painting"", ""a_centroid_x"": 692.279849703821, ""b_centroid_x"": 377.6119909310864, ""horizontal_gap_px"": 314.66785877273463, ""image_width"": 730}"
train_007041,kv2/kinect2data/002059_2014-06-24_21-03-23_260595134347_rgbf000055-resize,scene:kv2/kinect2data/002059_2014-06-24_21-03-23_260595134347_rgbf000055-resize,kv2,living_room,train,left_right,,5,"From the window, which direction is the sofa in, left or right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/002059_2014-06-24_21-03-23_260595134347_rgbf000055-resize/image/0000055.jpg,SUNRGBD/kv2/kinect2data/002059_2014-06-24_21-03-23_260595134347_rgbf000055-resize/depth_bfx/0000055.png,rule,"{""a_concept"": ""sofa"", ""b_concept"": ""window"", ""a_centroid_x"": 354.8791080324919, ""b_centroid_x"": 203.2434670585237, ""horizontal_gap_px"": 151.6356409739682, ""image_width"": 730}"
train_010027,kv2/kinect2data/001443_2014-06-19_16-58-34_260595134347_rgbf000106-resize,scene:kv2/kinect2data/001443_2014-06-19_16-58-34_260595134347_rgbf000106-resize,kv2,classroom,train,left_right,,3,Is the table on the left side or the right side of the pillar?,,right,choice,left|right,SUNRGBD/kv2/kinect2data/001443_2014-06-19_16-58-34_260595134347_rgbf000106-resize/image/0000106.jpg,SUNRGBD/kv2/kinect2data/001443_2014-06-19_16-58-34_260595134347_rgbf000106-resize/depth_bfx/0000106.png,rule,"{""a_concept"": ""table"", ""b_concept"": ""pillar"", ""a_centroid_x"": 576.1176970174578, ""b_centroid_x"": 215.91775236362454, ""horizontal_gap_px"": 360.1999446538332, ""image_width"": 730}"
train_011297,kv2/kinect2data/002667_2014-06-13_16-02-50_094959634447_rgbf000151-resize,scene:kv2/kinect2data/002667_2014-06-13_16-02-50_094959634447_rgbf000151-resize,kv2,rest_space,train,left_right,,3,Is the painting on the left side or the right side of the sofa?,,left,choice,left|right,SUNRGBD/kv2/kinect2data/002667_2014-06-13_16-02-50_094959634447_rgbf000151-resize/image/0000151.jpg,SUNRGBD/kv2/kinect2data/002667_2014-06-13_16-02-50_094959634447_rgbf000151-resize/depth_bfx/0000151.png,rule,"{""a_concept"": ""painting"", ""b_concept"": ""sofa"", ""a_centroid_x"": 248.56966797413213, ""b_centroid_x"": 370.53910795343353, ""horizontal_gap_px"": 121.9694399793014, ""image_width"": 730}"
train_006679,kv2/kinect2data/003080_2014-06-15_15-18-47_094959634447_rgbf000150-resize,scene:kv2/kinect2data/003080_2014-06-15_15-18-47_094959634447_rgbf000150-resize,kv2,furniture_store,train,left_right,,1,"Relative to the oven, is the table on the left or the right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/003080_2014-06-15_15-18-47_094959634447_rgbf000150-resize/image/0000150.jpg,SUNRGBD/kv2/kinect2data/003080_2014-06-15_15-18-47_094959634447_rgbf000150-resize/depth_bfx/0000150.png,rule,"{""a_concept"": ""table"", ""b_concept"": ""oven"", ""a_centroid_x"": 365.8241664712321, ""b_centroid_x"": 130.66519061434317, ""horizontal_gap_px"": 235.15897585688893, ""image_width"": 730}"
train_001445,kv2/kinect2data/001483_2014-06-19_17-36-01_260595134347_rgbf000064-resize,scene:kv2/kinect2data/001483_2014-06-19_17-36-01_260595134347_rgbf000064-resize,kv2,classroom,train,left_right,,1,"Relative to the printer, is the table leg on the left or the right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/001483_2014-06-19_17-36-01_260595134347_rgbf000064-resize/image/0000064.jpg,SUNRGBD/kv2/kinect2data/001483_2014-06-19_17-36-01_260595134347_rgbf000064-resize/depth_bfx/0000064.png,rule,"{""a_concept"": ""tableleg"", ""b_concept"": ""printer"", ""a_centroid_x"": 284.82829048172283, ""b_centroid_x"": 113.83596441771596, ""horizontal_gap_px"": 170.99232606400687, ""image_width"": 730}"
train_007874,kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize,scene:kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize,kv2,rest_space,train,left_right,,0,Is the person to the left or to the right of the sofa?,,left,choice,left|right,SUNRGBD/kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize/image/0000034.jpg,SUNRGBD/kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize/depth_bfx/0000034.png,rule,"{""a_concept"": ""person"", ""b_concept"": ""sofa"", ""a_centroid_x"": -36.762531328320804, ""b_centroid_x"": 661.7922469205424, ""horizontal_gap_px"": 698.5547782488633, ""image_width"": 730}"
train_008546,kv2/kinect2data/001946_2014-06-24_15-42-13_260595134347_rgbf000055-resize,scene:kv2/kinect2data/001946_2014-06-24_15-42-13_260595134347_rgbf000055-resize,kv2,furniture_store,train,left_right,,1,"Relative to the mirror, is the bed on the left or the right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/001946_2014-06-24_15-42-13_260595134347_rgbf000055-resize/image/0000055.jpg,SUNRGBD/kv2/kinect2data/001946_2014-06-24_15-42-13_260595134347_rgbf000055-resize/depth_bfx/0000055.png,rule,"{""a_concept"": ""bed"", ""b_concept"": ""mirror"", ""a_centroid_x"": 531.4842761209916, ""b_centroid_x"": -34.35765334171052, ""horizontal_gap_px"": 565.8419294627021, ""image_width"": 730}"
train_012423,kv2/kinect2data/001262_2014-06-16_16-08-25_260595134347_rgbf000072-resize,scene:kv2/kinect2data/001262_2014-06-16_16-08-25_260595134347_rgbf000072-resize,kv2,office,train,left_right,,0,Is the door to the left or to the right of the desk?,,left,choice,left|right,SUNRGBD/kv2/kinect2data/001262_2014-06-16_16-08-25_260595134347_rgbf000072-resize/image/0000072.jpg,SUNRGBD/kv2/kinect2data/001262_2014-06-16_16-08-25_260595134347_rgbf000072-resize/depth_bfx/0000072.png,rule,"{""a_concept"": ""door"", ""b_concept"": ""desk"", ""a_centroid_x"": 187.63661698776204, ""b_centroid_x"": 515.4107233022789, ""horizontal_gap_px"": 327.77410631451687, ""image_width"": 730}"
train_003686,kv2/kinect2data/000227_2014-06-02_15-43-46_260595134347_rgbf000062-resize,scene:kv2/kinect2data/000227_2014-06-02_15-43-46_260595134347_rgbf000062-resize,kv2,furniture_store,train,left_right,,1,"Relative to the door, is the mattress on the left or the right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/000227_2014-06-02_15-43-46_260595134347_rgbf000062-resize/image/0000062.jpg,SUNRGBD/kv2/kinect2data/000227_2014-06-02_15-43-46_260595134347_rgbf000062-resize/depth_bfx/0000062.png,rule,"{""a_concept"": ""mattress"", ""b_concept"": ""door"", ""a_centroid_x"": 291.2398925968546, ""b_centroid_x"": 789.6666666666666, ""horizontal_gap_px"": 498.42677406981204, ""image_width"": 730}"
train_015427,kv2/kinect2data/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize,scene:kv2/kinect2data/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize,kv2,office,train,left_right,,5,"From the carpet, which direction is the door in, left or right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize/image/0000021.jpg,SUNRGBD/kv2/kinect2data/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize/depth_bfx/0000021.png,rule,"{""a_concept"": ""door"", ""b_concept"": ""carpet"", ""a_centroid_x"": 298.0885684450114, ""b_centroid_x"": 435.93855889924856, ""horizontal_gap_px"": 137.84999045423717, ""image_width"": 730}"
train_007136,kv2/kinect2data/002426_2014-06-28_20-27-43_260595134347_rgbf000036-resize,scene:kv2/kinect2data/002426_2014-06-28_20-27-43_260595134347_rgbf000036-resize,kv2,furniture_store,train,left_right,,3,Is the blanket on the left side or the right side of the carpet?,,left,choice,left|right,SUNRGBD/kv2/kinect2data/002426_2014-06-28_20-27-43_260595134347_rgbf000036-resize/image/0000036.jpg,SUNRGBD/kv2/kinect2data/002426_2014-06-28_20-27-43_260595134347_rgbf000036-resize/depth_bfx/0000036.png,rule,"{""a_concept"": ""blanket"", ""b_concept"": ""carpet"", ""a_centroid_x"": 151.81200350952076, ""b_centroid_x"": 553.0430170662175, ""horizontal_gap_px"": 401.2310135566968, ""image_width"": 730}"
train_007125,kv2/kinect2data/000771_2014-06-08_22-16-54_260595134347_rgbf000122-resize,scene:kv2/kinect2data/000771_2014-06-08_22-16-54_260595134347_rgbf000122-resize,kv2,rest_space,train,left_right,,0,Is the window to the left or to the right of the door?,,right,choice,left|right,SUNRGBD/kv2/kinect2data/000771_2014-06-08_22-16-54_260595134347_rgbf000122-resize/image/0000122.jpg,SUNRGBD/kv2/kinect2data/000771_2014-06-08_22-16-54_260595134347_rgbf000122-resize/depth_bfx/0000122.png,rule,"{""a_concept"": ""window"", ""b_concept"": ""door"", ""a_centroid_x"": 777.0975960346964, ""b_centroid_x"": -2.0702754036087367, ""horizontal_gap_px"": 779.1678714383052, ""image_width"": 730}"
train_001531,kv2/kinect2data/002200_2014-06-28_18-34-07_260595134347_rgbf000081-resize,scene:kv2/kinect2data/002200_2014-06-28_18-34-07_260595134347_rgbf000081-resize,kv2,furniture_store,train,left_right,,1,"Relative to the pillow, is the chair on the left or the right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/002200_2014-06-28_18-34-07_260595134347_rgbf000081-resize/image/0000081.jpg,SUNRGBD/kv2/kinect2data/002200_2014-06-28_18-34-07_260595134347_rgbf000081-resize/depth_bfx/0000081.png,rule,"{""a_concept"": ""chair"", ""b_concept"": ""pillow"", ""a_centroid_x"": -17.158928726895006, ""b_centroid_x"": 259.7693743197177, ""horizontal_gap_px"": 276.9283030466127, ""image_width"": 730}"
train_010006,kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize,scene:kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize,kv2,furniture_store,train,left_right,,1,"Relative to the painting, is the night stand on the left or the right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize/image/0000057.jpg,SUNRGBD/kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize/depth_bfx/0000057.png,rule,"{""a_concept"": ""nightstand"", ""b_concept"": ""painting"", ""a_centroid_x"": 42.98412027068594, ""b_centroid_x"": 222.085772798458, ""horizontal_gap_px"": 179.10165252777207, ""image_width"": 730}"
train_013194,kv2/kinect2data/000067_2014-04-13_23-40-52_094959634447_rgbf000225-resize,scene:kv2/kinect2data/000067_2014-04-13_23-40-52_094959634447_rgbf000225-resize,kv2,kitchen,train,left_right,,5,"From the door, which direction is the trash can in, left or right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/000067_2014-04-13_23-40-52_094959634447_rgbf000225-resize/image/0000225.jpg,SUNRGBD/kv2/kinect2data/000067_2014-04-13_23-40-52_094959634447_rgbf000225-resize/depth_bfx/0000225.png,rule,"{""a_concept"": ""trashcan"", ""b_concept"": ""door"", ""a_centroid_x"": 246.73324043969652, ""b_centroid_x"": 795.9431965999999, ""horizontal_gap_px"": 549.2099561603034, ""image_width"": 730}"
train_002538,kv2/kinect2data/000606_2014-06-09_16-53-50_260595134347_rgbf000121-resize,scene:kv2/kinect2data/000606_2014-06-09_16-53-50_260595134347_rgbf000121-resize,kv2,office,train,left_right,,3,Is the printer on the left side or the right side of the bookshelf?,,left,choice,left|right,SUNRGBD/kv2/kinect2data/000606_2014-06-09_16-53-50_260595134347_rgbf000121-resize/image/0000121.jpg,SUNRGBD/kv2/kinect2data/000606_2014-06-09_16-53-50_260595134347_rgbf000121-resize/depth_bfx/0000121.png,rule,"{""a_concept"": ""printer"", ""b_concept"": ""bookshelf"", ""a_centroid_x"": 335.9273270285724, ""b_centroid_x"": 778.5390287312484, ""horizontal_gap_px"": 442.61170170267604, ""image_width"": 730}"
train_013009,kv2/kinect2data/001630_2014-06-20_11-41-26_260595134347_rgbf000059-resize,scene:kv2/kinect2data/001630_2014-06-20_11-41-26_260595134347_rgbf000059-resize,kv2,discussion_area,train,left_right,,0,Is the window to the left or to the right of the trash can?,,right,choice,left|right,SUNRGBD/kv2/kinect2data/001630_2014-06-20_11-41-26_260595134347_rgbf000059-resize/image/0000059.jpg,SUNRGBD/kv2/kinect2data/001630_2014-06-20_11-41-26_260595134347_rgbf000059-resize/depth_bfx/0000059.png,rule,"{""a_concept"": ""window"", ""b_concept"": ""trashcan"", ""a_centroid_x"": 620.1147227533461, ""b_centroid_x"": -46.46819773720492, ""horizontal_gap_px"": 666.582920490551, ""image_width"": 730}"
train_016111,kv2/kinect2data/001572_2014-06-20_17-22-05_260595134347_rgbf000075-resize,scene:kv2/kinect2data/001572_2014-06-20_17-22-05_260595134347_rgbf000075-resize,kv2,rest_space,train,left_right,,1,"Relative to the stool, is the window on the left or the right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/001572_2014-06-20_17-22-05_260595134347_rgbf000075-resize/image/0000075.jpg,SUNRGBD/kv2/kinect2data/001572_2014-06-20_17-22-05_260595134347_rgbf000075-resize/depth_bfx/0000075.png,rule,"{""a_concept"": ""window"", ""b_concept"": ""stool"", ""a_centroid_x"": -17.044196564292278, ""b_centroid_x"": 197.85386324364353, ""horizontal_gap_px"": 214.8980598079358, ""image_width"": 730}"
train_012238,kv2/kinect2data/002585_2014-06-24_14-10-37_094959634447_rgbf000062-resize,scene:kv2/kinect2data/002585_2014-06-24_14-10-37_094959634447_rgbf000062-resize,kv2,computer_room,train,left_right,,5,"From the window, which direction is the keyboard in, left or right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/002585_2014-06-24_14-10-37_094959634447_rgbf000062-resize/image/0000062.jpg,SUNRGBD/kv2/kinect2data/002585_2014-06-24_14-10-37_094959634447_rgbf000062-resize/depth_bfx/0000062.png,rule,"{""a_concept"": ""keyboard"", ""b_concept"": ""window"", ""a_centroid_x"": 219.81822932998853, ""b_centroid_x"": 656.7681226124178, ""horizontal_gap_px"": 436.94989328242923, ""image_width"": 730}"
train_008528,kv2/kinect2data/002572_2014-06-24_14-00-30_094959634447_rgbf000059-resize,scene:kv2/kinect2data/002572_2014-06-24_14-00-30_094959634447_rgbf000059-resize,kv2,exhibition,train,left_right,,0,Is the door to the left or to the right of the person?,,right,choice,left|right,SUNRGBD/kv2/kinect2data/002572_2014-06-24_14-00-30_094959634447_rgbf000059-resize/image/0000059.jpg,SUNRGBD/kv2/kinect2data/002572_2014-06-24_14-00-30_094959634447_rgbf000059-resize/depth_bfx/0000059.png,rule,"{""a_concept"": ""door"", ""b_concept"": ""person"", ""a_centroid_x"": 184.15645277577505, ""b_centroid_x"": -29.370299107923735, ""horizontal_gap_px"": 213.52675188369878, ""image_width"": 730}"
train_012246,kv2/kinect2data/003025_2014-06-15_13-14-53_094959634447_rgbf000112-resize,scene:kv2/kinect2data/003025_2014-06-15_13-14-53_094959634447_rgbf000112-resize,kv2,furniture_store,train,left_right,,5,"From the table, which direction is the cushion in, left or right?",,right,choice,left|right,SUNRGBD/kv2/kinect2data/003025_2014-06-15_13-14-53_094959634447_rgbf000112-resize/image/0000112.jpg,SUNRGBD/kv2/kinect2data/003025_2014-06-15_13-14-53_094959634447_rgbf000112-resize/depth_bfx/0000112.png,rule,"{""a_concept"": ""cushion"", ""b_concept"": ""table"", ""a_centroid_x"": 234.421136240539, ""b_centroid_x"": 124.75919869874154, ""horizontal_gap_px"": 109.66193754179746, ""image_width"": 730}"
train_005938,kv2/kinect2data/001019_2014-06-09_16-23-15_260595134347_rgbf000104-resize,scene:kv2/kinect2data/001019_2014-06-09_16-23-15_260595134347_rgbf000104-resize,kv2,idk,train,left_right,,2,"Looking at the baseboard, is the carpet positioned on its left or right?",,left,choice,left|right,SUNRGBD/kv2/kinect2data/001019_2014-06-09_16-23-15_260595134347_rgbf000104-resize/image/0000104.jpg,SUNRGBD/kv2/kinect2data/001019_2014-06-09_16-23-15_260595134347_rgbf000104-resize/depth_bfx/0000104.png,rule,"{""a_concept"": ""carpet"", ""b_concept"": ""baseboard"", ""a_centroid_x"": 255.64236821198202, ""b_centroid_x"": 671.2491535443651, ""horizontal_gap_px"": 415.6067853323831, ""image_width"": 730}"
